user_id,bonus_id,transaction_id,bonus_code,bonus_criteria,bonusCode,relatedTo,activity,tandcParagraph,target_amount,contribution,pending,expired_amount,bonus_amount,converted_to_cash,redeemed_amount,unlocked_datetime,expiry_datetime,bonus_status,transaction_type,bonus_game_type,transaction_status,bonus_type,wallet_type,bonus_created_datetime,bonus_updated_datetime,bonus_redeemed_datetime
10000000646,690969,2837,CODE20,Registration,CODE20,Referral,First Deposit,3,915,,,,421,,,,10/17/2025,Unlocked,Bonus Used,RV Bonus,Completed,Special Bonus,Bonus,4/27/2024,4/6/2024,2/16/2024
10000000779,852463,189,CODE30,Deposit,CODE30,Referral,Referral Bonus,1,4852,,,,483,,,,4/5/2025,Locked,Bonus Used,Table Bonus,Completed,Special Bonus,Bonus,7/26/2024,4/20/2024,5/3/2024
10000000093,245907,3516,CODE30,Deposit,CODE10,Registration,Mini Registration,3,3810,,,,466,,,,1/31/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Cash,7/23/2024,7/9/2024,4/3/2024
10000000681,682174,3364,CODE20,Registration,CODE20,Deposit,Mini Registration,4,2898,,,,285,,,,11/16/2025,Expired,Bonus Used,RV Bonus,Pending,Regular Bonus,Bonus,9/19/2024,9/16/2024,8/31/2024
10000000503,390962,3881,CODE30,Registration,CODE10,Referral,Referral Bonus,9,2448,,,,415,,,,8/14/2025,Unlocked,Bonus Used,RV Bonus,Pending,Regular Bonus,Bonus,9/4/2024,2/20/2024,10/29/2024
10000000300,799933,4185,CODE30,Referral,CODE50,Referral,First Deposit,5,1281,,,,466,,,,9/3/2025,Expired,Bonus Used,Slot Bonus,Pending,Special Bonus,Bonus,12/13/2024,12/30/2024,12/24/2024
10000000509,698704,2604,CODE50,Deposit,CODE20,Referral,Referral Bonus,6,320,,,,319,,,,11/10/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Bonus,9/16/2024,4/27/2024,10/16/2024
10000000817,286084,2172,CODE30,Referral,CODE30,Referral,First Deposit,3,3737,,,,66,,,,5/1/2025,Locked,Bonus Expired,Table Bonus,Pending,Regular Bonus,Bonus,10/1/2024,5/31/2024,4/16/2024
10000000074,448006,3460,CODE10,Referral,CODE50,Registration,Mini Registration,5,1969,,,,230,,,,9/1/2025,Locked,Bonus Expired,Table Bonus,Completed,Regular Bonus,Cash,9/22/2024,8/13/2024,8/20/2024
10000000532,680835,4678,CODE10,Referral,CODE50,Registration,Mini Registration,7,4986,,,,935,,,,6/22/2025,Locked,Bonus Expired,Table Bonus,Pending,Regular Bonus,Cash,1/19/2024,7/10/2024,12/21/2024
10000000662,377361,3159,CODE10,Deposit,CODE10,Registration,Referral Bonus,9,2566,,,,274,,,,11/8/2025,Unlocked,Bonus Used,RV Bonus,Paused,Regular Bonus,Cash,9/2/2024,3/6/2024,2/12/2024
10000000606,595210,2838,CODE10,Registration,CODE30,Deposit,Mini Registration,1,4858,,,,137,,,,7/11/2025,Unlocked,Bonus Expired,RV Bonus,Completed,Special Bonus,Cash,3/25/2024,10/10/2024,6/18/2024
10000000824,550964,4173,CODE20,Registration,CODE50,Registration,Referral Bonus,7,359,,,,339,,,,12/9/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Cash,4/10/2024,2/15/2024,10/19/2024
10000000318,992809,620,CODE20,Registration,CODE30,Registration,First Deposit,1,2958,,,,529,,,,8/2/2025,Locked,Bonus Expired,Slot Bonus,Completed,Regular Bonus,Bonus,11/19/2024,4/2/2024,6/24/2024
10000000856,784149,3994,CODE20,Registration,CODE50,Deposit,Mini Registration,8,1785,,,,107,,,,10/20/2025,Locked,Bonus Used,Table Bonus,Paused,Special Bonus,Cash,10/23/2024,5/7/2024,12/24/2024
10000000421,697941,3332,CODE30,Registration,CODE20,Referral,First Deposit,6,1274,,,,927,,,,1/2/2025,Locked,Bonus Transferred to Cash,Table Bonus,Completed,Special Bonus,Bonus,4/20/2024,12/20/2024,1/27/2024
10000000533,336614,3570,CODE30,Deposit,CODE50,Registration,First Deposit,1,3232,,,,138,,,,9/5/2025,Expired,Bonus Expired,Table Bonus,Completed,Regular Bonus,Cash,9/3/2024,12/9/2024,8/13/2024
10000000537,691382,567,CODE30,Registration,CODE30,Referral,Mini Registration,3,4946,,,,303,,,,3/31/2025,Unlocked,Bonus Expired,RV Bonus,Completed,Special Bonus,Bonus,3/28/2024,8/25/2024,3/20/2024
10000000355,880200,1326,CODE20,Deposit,CODE50,Deposit,Mini Registration,3,4984,,,,272,,,,4/16/2025,Locked,Bonus Transferred to Cash,Table Bonus,Pending,Special Bonus,Cash,3/22/2024,4/25/2024,6/7/2024
10000000259,377052,3255,CODE10,Registration,CODE10,Referral,First Deposit,7,3923,,,,182,,,,7/3/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Cash,3/29/2024,8/28/2024,2/19/2024
10000000830,805544,4551,CODE20,Registration,CODE10,Deposit,Referral Bonus,9,4399,,,,242,,,,7/6/2025,Locked,Bonus Expired,RV Bonus,Completed,Regular Bonus,Cash,3/1/2024,3/23/2024,12/8/2024
10000000850,431430,84,CODE50,Deposit,CODE50,Registration,First Deposit,8,4058,,,,712,,,,5/31/2025,Unlocked,Bonus Used,RV Bonus,Completed,Special Bonus,Cash,3/16/2024,12/27/2024,5/22/2024
10000000363,836248,340,CODE30,Registration,CODE10,Registration,Mini Registration,5,3477,,,,824,,,,9/13/2025,Expired,Bonus Used,Slot Bonus,Pending,Special Bonus,Bonus,4/19/2024,3/16/2024,2/29/2024
10000000566,435652,704,CODE10,Registration,CODE30,Registration,First Deposit,5,1698,,,,388,,,,10/20/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Pending,Special Bonus,Cash,2/18/2024,11/22/2024,5/17/2024
10000000067,775691,1403,CODE20,Deposit,CODE50,Registration,Mini Registration,2,1367,,,,820,,,,9/23/2025,Locked,Bonus Expired,Slot Bonus,Paused,Special Bonus,Cash,6/18/2024,8/14/2024,1/15/2024
10000000456,527130,4387,CODE30,Registration,CODE50,Deposit,Mini Registration,7,2234,,,,313,,,,7/10/2025,Expired,Bonus Used,Slot Bonus,Paused,Regular Bonus,Cash,8/14/2024,7/22/2024,9/8/2024
10000000632,753154,2513,CODE20,Registration,CODE20,Referral,Mini Registration,2,3068,,,,763,,,,9/14/2025,Locked,Bonus Transferred to Cash,RV Bonus,Completed,Regular Bonus,Bonus,1/26/2024,11/13/2024,11/9/2024
10000000977,120785,3313,CODE50,Referral,CODE10,Registration,First Deposit,7,1045,,,,445,,,,8/1/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Pending,Special Bonus,Bonus,1/7/2024,6/14/2024,6/2/2024
10000000679,354650,3632,CODE10,Deposit,CODE50,Referral,Referral Bonus,9,1233,,,,160,,,,12/21/2025,Expired,Bonus Used,Table Bonus,Completed,Regular Bonus,Cash,7/17/2024,5/12/2024,8/12/2024
10000000912,347027,2218,CODE20,Referral,CODE30,Registration,Referral Bonus,4,560,,,,512,,,,8/28/2025,Locked,Bonus Expired,RV Bonus,Pending,Special Bonus,Bonus,8/13/2024,10/16/2024,5/20/2024
10000000417,237906,686,CODE10,Registration,CODE20,Referral,Referral Bonus,4,3332,,,,131,,,,4/24/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Completed,Regular Bonus,Cash,4/25/2024,8/8/2024,10/24/2024
10000000997,564393,3003,CODE30,Referral,CODE10,Referral,Referral Bonus,3,2470,,,,518,,,,10/4/2025,Expired,Bonus Transferred to Cash,Table Bonus,Completed,Regular Bonus,Cash,9/22/2024,6/7/2024,1/25/2024
10000000356,933659,2395,CODE20,Deposit,CODE30,Registration,Mini Registration,8,341,,,,604,,,,12/23/2025,Unlocked,Bonus Used,RV Bonus,Pending,Regular Bonus,Cash,9/2/2024,4/19/2024,3/12/2024
10000000118,789730,2035,CODE20,Deposit,CODE30,Deposit,Mini Registration,6,4590,,,,558,,,,2/1/2025,Locked,Bonus Used,Table Bonus,Completed,Special Bonus,Bonus,3/3/2024,4/21/2024,12/28/2024
10000000446,212758,1251,CODE20,Referral,CODE30,Registration,Referral Bonus,9,458,,,,805,,,,1/4/2025,Expired,Bonus Used,RV Bonus,Pending,Special Bonus,Bonus,8/16/2024,7/15/2024,11/9/2024
10000000240,993015,4886,CODE50,Deposit,CODE20,Registration,Referral Bonus,2,3301,,,,592,,,,7/31/2025,Expired,Bonus Transferred to Cash,Table Bonus,Completed,Special Bonus,Cash,3/19/2024,4/6/2024,12/30/2024
10000000867,837312,1058,CODE50,Deposit,CODE10,Referral,Referral Bonus,6,2903,,,,967,,,,11/1/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Cash,10/3/2024,8/20/2024,5/30/2024
10000000014,631009,4037,CODE30,Deposit,CODE10,Deposit,Referral Bonus,9,1047,,,,198,,,,10/2/2025,Expired,Bonus Expired,Slot Bonus,Completed,Regular Bonus,Bonus,5/18/2024,6/24/2024,1/30/2024
10000000938,647382,293,CODE50,Referral,CODE10,Registration,First Deposit,1,4871,,,,747,,,,9/13/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Bonus,10/4/2024,8/4/2024,4/24/2024
10000000161,357058,4457,CODE30,Deposit,CODE10,Referral,Mini Registration,8,4588,,,,943,,,,5/5/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Bonus,9/16/2024,5/13/2024,2/20/2024
10000000109,410791,4989,CODE30,Registration,CODE10,Deposit,First Deposit,3,3881,,,,65,,,,8/10/2025,Unlocked,Bonus Used,Slot Bonus,Pending,Regular Bonus,Cash,1/1/2024,8/21/2024,10/17/2024
10000000688,949733,4894,CODE50,Referral,CODE20,Referral,First Deposit,6,482,,,,748,,,,7/29/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Special Bonus,Bonus,1/30/2024,12/11/2024,11/12/2024
10000000659,900242,3364,CODE10,Registration,CODE20,Deposit,First Deposit,2,4505,,,,527,,,,10/30/2025,Locked,Bonus Used,Table Bonus,Paused,Regular Bonus,Cash,11/15/2024,10/2/2024,3/20/2024
10000000690,216994,4496,CODE50,Registration,CODE10,Registration,Mini Registration,2,323,,,,798,,,,10/20/2025,Unlocked,Bonus Expired,Slot Bonus,Completed,Special Bonus,Cash,5/5/2024,1/28/2024,12/7/2024
10000000299,357897,837,CODE30,Referral,CODE20,Referral,First Deposit,3,4405,,,,325,,,,11/20/2025,Expired,Bonus Used,Table Bonus,Pending,Regular Bonus,Bonus,5/21/2024,9/19/2024,3/3/2024
10000000810,696849,171,CODE20,Registration,CODE10,Referral,First Deposit,9,3718,,,,520,,,,7/31/2025,Expired,Bonus Expired,Table Bonus,Completed,Special Bonus,Bonus,5/20/2024,2/2/2024,2/4/2024
10000000919,728330,1254,CODE50,Registration,CODE10,Registration,Mini Registration,7,4651,,,,442,,,,11/27/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Completed,Regular Bonus,Bonus,2/26/2024,7/10/2024,10/13/2024
10000000848,340694,2446,CODE10,Deposit,CODE10,Deposit,Mini Registration,8,3018,,,,901,,,,5/2/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Pending,Special Bonus,Cash,10/30/2024,6/8/2024,10/27/2024
10000000356,838638,1713,CODE30,Deposit,CODE50,Deposit,First Deposit,1,2366,,,,232,,,,9/27/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Completed,Regular Bonus,Bonus,8/30/2024,6/23/2024,5/10/2024
10000000458,705724,2962,CODE10,Referral,CODE20,Deposit,First Deposit,9,3670,,,,80,,,,7/25/2025,Expired,Bonus Used,Table Bonus,Completed,Regular Bonus,Cash,9/26/2024,8/30/2024,8/5/2024
10000000587,513536,4684,CODE20,Deposit,CODE20,Registration,Mini Registration,5,766,,,,262,,,,10/31/2025,Expired,Bonus Expired,Slot Bonus,Pending,Special Bonus,Cash,9/12/2024,6/23/2024,4/12/2024
10000000852,865896,1922,CODE10,Deposit,CODE10,Referral,Referral Bonus,1,3631,,,,478,,,,11/24/2025,Locked,Bonus Expired,Slot Bonus,Paused,Special Bonus,Bonus,10/9/2024,5/25/2024,6/28/2024
10000000609,113657,3917,CODE30,Registration,CODE20,Deposit,First Deposit,4,4600,,,,749,,,,3/14/2025,Unlocked,Bonus Used,Slot Bonus,Pending,Regular Bonus,Bonus,12/29/2024,10/8/2024,11/23/2024
10000000701,780632,261,CODE10,Referral,CODE10,Registration,Mini Registration,6,797,,,,257,,,,5/8/2025,Unlocked,Bonus Used,Table Bonus,Completed,Regular Bonus,Bonus,12/18/2024,7/6/2024,9/29/2024
10000000186,579049,2792,CODE50,Registration,CODE30,Referral,First Deposit,3,1606,,,,307,,,,6/29/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Pending,Special Bonus,Bonus,6/21/2024,10/30/2024,8/26/2024
10000000293,386278,4860,CODE50,Registration,CODE50,Deposit,Referral Bonus,2,3894,,,,260,,,,4/16/2025,Unlocked,Bonus Expired,RV Bonus,Paused,Regular Bonus,Bonus,12/5/2024,3/15/2024,8/29/2024
10000000945,477504,1188,CODE20,Registration,CODE50,Referral,Mini Registration,1,2615,,,,530,,,,11/21/2025,Unlocked,Bonus Used,Table Bonus,Completed,Special Bonus,Cash,8/30/2024,4/21/2024,12/5/2024
10000000611,938758,3135,CODE10,Deposit,CODE10,Deposit,First Deposit,9,675,,,,738,,,,2/2/2025,Locked,Bonus Used,RV Bonus,Completed,Regular Bonus,Bonus,8/27/2024,7/26/2024,7/31/2024
10000000260,598619,1604,CODE50,Registration,CODE20,Registration,Referral Bonus,3,1800,,,,103,,,,7/17/2025,Locked,Bonus Used,RV Bonus,Paused,Regular Bonus,Bonus,4/9/2024,4/30/2024,12/22/2024
10000000758,166386,604,CODE10,Referral,CODE50,Deposit,Referral Bonus,6,646,,,,323,,,,1/30/2025,Expired,Bonus Used,RV Bonus,Completed,Regular Bonus,Cash,12/28/2024,12/12/2024,1/9/2024
10000000181,343189,1957,CODE30,Deposit,CODE10,Registration,Referral Bonus,5,4179,,,,806,,,,10/3/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Completed,Special Bonus,Bonus,4/12/2024,12/8/2024,1/25/2024
10000000372,967186,2045,CODE50,Deposit,CODE10,Deposit,Mini Registration,8,2868,,,,162,,,,6/21/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Bonus,5/29/2024,1/14/2024,11/3/2024
10000000618,880271,4513,CODE30,Deposit,CODE20,Registration,First Deposit,8,2365,,,,911,,,,2/3/2025,Expired,Bonus Expired,Table Bonus,Paused,Regular Bonus,Bonus,9/16/2024,1/2/2024,10/21/2024
10000000596,618171,560,CODE10,Registration,CODE50,Referral,First Deposit,4,397,,,,456,,,,2/3/2025,Locked,Bonus Used,RV Bonus,Pending,Special Bonus,Bonus,7/18/2024,7/12/2024,8/21/2024
10000000210,237926,3929,CODE30,Registration,CODE50,Deposit,Mini Registration,8,689,,,,888,,,,12/21/2025,Unlocked,Bonus Expired,Table Bonus,Paused,Special Bonus,Bonus,12/19/2024,6/17/2024,3/17/2024
10000000513,730243,1322,CODE50,Referral,CODE30,Registration,First Deposit,8,2372,,,,472,,,,8/13/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Regular Bonus,Bonus,2/20/2024,3/6/2024,2/28/2024
